variant_model_id,variant_name,outer_fold,outer_rmse,outer_mae,outer_r2,inner_best_cv_rmse,best_n_splines,best_spline_order,best_lam
gam-linear-log,LinearGAM (log),1,0.44865026314712486,0.24914501838104272,0.5115724760395777,0.4296626944769568,35,3,16.593232849852324
gam-linear-log,LinearGAM (log),2,0.46009749672752515,0.25373191783615856,0.45860118969221364,0.4343510925484831,40,3,18.56732952066844
gam-linear-log,LinearGAM (log),3,0.42609875260372443,0.24571999309960865,0.5240129094107921,0.4387631103103565,43,3,123.11426893069842
