variant_model_id,variant_name,outer_fold,outer_rmse,outer_mae,outer_r2,inner_best_cv_rmse,best_n_splines,best_spline_order,best_lam
gam-gamma,GammaGAM,1,0.2414376667583141,0.1527721821544088,0.6506475956644934,0.2440418199029148,70,3,10.486014074298785
gam-gamma,GammaGAM,2,0.2408118761707854,0.1514891498414959,0.6601019374462875,0.2463813699520756,70,3,5.501966296437569
gam-gamma,GammaGAM,3,0.2468059572803622,0.1533918913847198,0.6642402083744838,0.241426411584295,70,3,6.744320406048565
