variant_model_id,variant_name,outer_fold,outer_rmse,outer_mae,outer_r2,inner_best_cv_rmse,best_n_splines,best_spline_order,best_lam
gam-gamma,GammaGAM,1,0.4571122421691899,0.25332822011330713,0.49297429123229053,0.4404348906627747,42,3,627.1648001311331
gam-gamma,GammaGAM,2,0.4396790806497317,0.2540498608659646,0.5055878188180554,0.4379815445903185,50,3,503.7560120353363
gam-gamma,GammaGAM,3,0.4387193483219157,0.2509183723481594,0.49539886317580517,0.44329467411240486,19,3,34.35394353298278
